Model,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Car_Age
M5,South America,Grey,Electric,Automatic,4.8,133278,4915,Low,13
X1,Middle East,White,Hybrid,Automatic,3.5,90439,737,Low,10
i3,Africa,Red,Hybrid,Manual,2.7,85127,9197,High,8
M5,South America,Silver,Petrol,Manual,1.7,7440,1934,Low,6
M3,South America,Blue,Hybrid,Automatic,3.3,48372,9156,High,1
X3,Asia,Grey,Electric,Automatic,3.9,60992,2153,Low,2
X3,North America,Silver,Hybrid,Automatic,3.9,107079,7955,High,6
i3,Middle East,White,Hybrid,Automatic,4.6,52280,5205,Low,10
X3,Europe,Black,Electric,Automatic,2.3,179762,1290,Low,12
5 Series,North America,White,Hybrid,Automatic,3.2,83214,5042,Low,5
7 Series,Europe,Grey,Petrol,Manual,2.0,84581,8883,High,5
M3,Middle East,Black,Electric,Manual,4.1,33473,1689,Low,6
X1,Africa,White,Hybrid,Automatic,2.5,131887,5740,Low,4
5 Series,North America,White,Diesel,Manual,3.8,19702,6713,Low,13
X5,Europe,Blue,Hybrid,Automatic,1.7,128430,7181,High,6
3 Series,Middle East,White,Hybrid,Manual,4.8,83075,9849,High,11
i8,Africa,Red,Petrol,Automatic,1.9,110805,9161,High,9
M5,South America,Black,Electric,Manual,3.6,50949,6688,Low,3
X5,South America,Blue,Hybrid,Manual,1.7,179120,150,Low,12
i3,Africa,Red,Petrol,Automatic,2.4,136539,6266,Low,1
X3,Asia,Grey,Electric,Manual,4.6,119429,6021,Low,12
5 Series,Europe,Grey,Hybrid,Manual,3.5,3023,2699,Low,5
5 Series,Europe,Grey,Petrol,Manual,2.6,163733,5510,Low,2
M3,South America,Blue,Petrol,Manual,4.1,132190,6419,Low,14
M3,Africa,White,Petrol,Manual,3.6,45991,6495,Low,4
3 Series,Middle East,Silver,Hybrid,Automatic,5.0,51421,4785,Low,14
M3,South America,Silver,Diesel,Manual,4.1,155894,7760,High,0
X1,Africa,Red,Electric,Automatic,3.2,3422,5970,Low,9
X6,South America,Red,Hybrid,Automatic,3.5,148161,6749,Low,10
i3,Asia,Blue,Electric,Manual,3.7,151757,2794,Low,10
3 Series,North America,Silver,Electric,Automatic,4.8,134457,8366,High,1
i8,South America,Blue,Electric,Manual,2.2,184699,3761,Low,3
X6,Africa,Grey,Electric,Automatic,4.6,20439,7656,High,6
X5,Europe,Grey,Electric,Automatic,3.0,40160,7078,High,12
M5,Europe,Silver,Electric,Automatic,4.7,33551,2915,Low,12
M5,South America,White,Electric,Manual,4.5,184303,2859,Low,8
7 Series,Europe,Red,Petrol,Manual,2.7,112594,1542,Low,12
M3,Africa,Red,Diesel,Manual,1.6,31084,1473,Low,7
3 Series,Asia,Red,Petrol,Manual,3.3,191995,4536,Low,8
7 Series,South America,Silver,Hybrid,Automatic,3.8,53546,386,Low,3
7 Series,Middle East,White,Diesel,Manual,3.5,60184,9579,High,6
X5,Africa,White,Diesel,Automatic,3.4,130894,7796,High,11
i3,North America,Grey,Diesel,Automatic,3.8,66105,4164,Low,10
X5,Europe,Black,Petrol,Manual,3.8,81565,9143,High,11
X1,Africa,Red,Petrol,Manual,2.7,91911,9115,High,11
X5,South America,Black,Diesel,Manual,4.4,183143,5598,Low,1
M5,Europe,Blue,Petrol,Automatic,2.4,25135,5892,Low,10
i8,South America,Silver,Electric,Automatic,2.7,192913,7156,High,12
i8,Africa,Grey,Electric,Manual,2.4,174417,8191,High,6
X1,Middle East,Red,Petrol,Automatic,2.0,90428,5591,Low,5
5 Series,North America,Black,Hybrid,Manual,4.9,26371,7063,High,8
i8,Europe,Black,Hybrid,Automatic,2.5,45298,4452,Low,5
M3,Africa,Silver,Hybrid,Manual,3.4,148886,5043,Low,4
X5,South America,Silver,Petrol,Automatic,1.8,172408,4169,Low,10
3 Series,Asia,Black,Petrol,Automatic,2.0,62729,8246,High,11
M3,Asia,Red,Petrol,Automatic,4.5,111195,8761,High,5
X3,Europe,Blue,Electric,Automatic,3.8,119887,2138,Low,4
M3,Asia,White,Electric,Manual,3.5,14957,7313,High,8
X1,Europe,Red,Electric,Automatic,4.7,179647,2144,Low,2
M3,Middle East,Blue,Electric,Automatic,3.0,159462,5708,Low,9
i3,South America,Grey,Diesel,Manual,1.8,181991,6653,Low,6
5 Series,South America,Blue,Diesel,Manual,2.6,155939,3171,Low,10
X6,Africa,White,Electric,Manual,2.0,81535,9044,High,11
7 Series,South America,Red,Electric,Automatic,3.6,136091,3023,Low,6
X5,South America,Silver,Diesel,Automatic,2.5,17339,6715,Low,4
X1,North America,Black,Diesel,Manual,2.4,187184,2640,Low,13
X5,North America,White,Diesel,Manual,3.0,98985,7148,High,0
M3,Africa,White,Diesel,Manual,2.9,87518,3783,Low,13
X3,South America,White,Petrol,Manual,3.0,160913,7681,High,1
X3,Africa,White,Diesel,Manual,3.8,49572,3711,Low,9
X5,Europe,Grey,Diesel,Automatic,2.8,121034,9118,High,0
3 Series,Middle East,White,Hybrid,Manual,4.0,12264,3259,Low,5
M3,Middle East,Black,Petrol,Automatic,2.0,28590,8769,High,14
i8,Africa,Grey,Diesel,Automatic,3.9,186514,982,Low,2
X1,South America,Black,Hybrid,Manual,2.8,188625,5036,Low,2
i8,South America,Black,Electric,Manual,2.1,145537,5210,Low,4
3 Series,Africa,Red,Hybrid,Automatic,4.5,6983,5572,Low,0
3 Series,South America,White,Petrol,Manual,1.8,140206,7202,High,12
X1,Middle East,Black,Electric,Automatic,2.6,37682,8710,High,11
7 Series,North America,White,Electric,Automatic,2.0,3351,3366,Low,11
i8,Asia,Black,Petrol,Manual,1.6,163342,8306,High,2
5 Series,South America,Grey,Electric,Manual,2.8,69246,3610,Low,7
X5,North America,White,Hybrid,Manual,1.6,149631,7996,High,1
X5,Asia,Red,Electric,Automatic,4.1,76310,7173,High,2
X6,Asia,Red,Electric,Manual,1.9,47743,9112,High,8
X5,South America,White,Electric,Automatic,4.0,42981,7715,High,4
M3,Africa,Grey,Petrol,Manual,4.6,128190,4225,Low,2
X1,North America,Blue,Diesel,Automatic,3.5,118762,6546,Low,10
X1,South America,Silver,Diesel,Automatic,1.8,121775,8961,High,10
M3,Asia,White,Diesel,Manual,4.3,143486,6790,Low,9
7 Series,Europe,Silver,Hybrid,Manual,2.5,122120,4073,Low,0
7 Series,Middle East,Blue,Electric,Automatic,2.5,145314,5998,Low,9
X5,Africa,Red,Petrol,Automatic,4.2,153794,1723,Low,6
X1,Europe,White,Electric,Automatic,3.6,74506,8685,High,2
X3,Europe,Silver,Diesel,Manual,2.6,29022,9667,High,2
X5,Africa,Black,Electric,Automatic,2.9,193297,404,Low,7
7 Series,North America,Silver,Diesel,Manual,3.1,106301,1930,Low,9
X5,North America,Grey,Electric,Automatic,2.2,150728,8930,High,12
M3,South America,Blue,Diesel,Automatic,4.0,49301,1349,Low,5
X3,South America,Blue,Petrol,Manual,2.4,196091,6251,Low,5
i3,Europe,Blue,Hybrid,Automatic,2.5,159771,7374,High,7
X6,Europe,Black,Diesel,Automatic,4.0,154500,5089,Low,9
3 Series,Africa,Blue,Hybrid,Manual,2.8,85026,9539,High,9
X6,North America,Black,Hybrid,Manual,1.6,29242,425,Low,5
i8,Middle East,Red,Electric,Automatic,4.3,54499,2612,Low,1
X6,North America,White,Electric,Automatic,4.8,168690,7112,High,5
X5,South America,Black,Petrol,Automatic,4.2,149817,8514,High,7
X1,Africa,Grey,Petrol,Automatic,2.5,138605,9787,High,3
5 Series,Asia,Silver,Electric,Manual,3.6,22465,1848,Low,6
5 Series,South America,White,Petrol,Automatic,4.0,18508,4616,Low,1
5 Series,Asia,Red,Electric,Manual,4.4,146050,2929,Low,14
X6,Europe,Red,Electric,Manual,2.8,116208,3243,Low,2
M5,Africa,Silver,Petrol,Manual,4.2,15135,230,Low,8
7 Series,Asia,White,Electric,Automatic,1.9,68591,1383,Low,11
X1,Middle East,Grey,Diesel,Manual,2.4,15659,3303,Low,5
7 Series,North America,Grey,Hybrid,Manual,1.7,188576,4979,Low,9
X1,North America,Grey,Diesel,Manual,3.8,138938,5333,Low,8
M5,Asia,Black,Petrol,Manual,3.5,178866,7669,High,3
5 Series,North America,Blue,Petrol,Manual,4.8,94691,4000,Low,13
X6,North America,Black,Electric,Manual,4.5,125000,4376,Low,0
X5,Asia,Silver,Hybrid,Manual,4.8,125862,8852,High,10
5 Series,Africa,Silver,Electric,Automatic,2.6,54416,6421,Low,4
i8,South America,White,Diesel,Automatic,1.6,69065,5069,Low,11
7 Series,North America,Blue,Diesel,Manual,2.9,71399,3325,Low,11
X3,Middle East,Silver,Diesel,Manual,2.1,40959,3009,Low,8
i8,Asia,Blue,Electric,Manual,4.0,145721,861,Low,2
7 Series,South America,Black,Diesel,Manual,4.0,179798,7521,High,11
M3,South America,Silver,Diesel,Automatic,2.9,177681,1454,Low,8
X5,South America,Black,Petrol,Manual,4.2,121117,6568,Low,6
7 Series,Asia,Red,Petrol,Manual,2.8,142494,5090,Low,0
X1,Asia,Silver,Electric,Manual,4.7,56208,6400,Low,14
7 Series,Europe,Silver,Hybrid,Manual,2.1,88374,7841,High,7
X6,Africa,Grey,Petrol,Automatic,3.7,114522,6284,Low,1
X5,North America,Grey,Petrol,Automatic,3.9,175728,699,Low,5
M5,South America,Blue,Electric,Automatic,2.1,179693,4299,Low,1
M5,North America,Blue,Electric,Manual,2.2,173270,6357,Low,4
X5,Europe,Black,Hybrid,Manual,4.8,16586,2752,Low,7
X5,Europe,Grey,Diesel,Automatic,2.0,118664,9651,High,5
X1,Europe,Red,Electric,Automatic,1.8,47658,2230,Low,12
X6,Europe,Black,Hybrid,Manual,3.6,172703,535,Low,2
i3,North America,Red,Petrol,Manual,3.9,45186,938,Low,2
3 Series,Europe,White,Electric,Manual,3.8,91924,8901,High,13
M3,Europe,Blue,Hybrid,Automatic,3.3,340,9119,High,6
i8,Africa,White,Petrol,Manual,3.2,36243,923,Low,7
X3,Europe,Silver,Hybrid,Manual,2.6,190087,9965,High,10
M5,Asia,White,Diesel,Automatic,4.3,136568,4639,Low,7
5 Series,South America,White,Diesel,Automatic,2.6,108270,8606,High,7
i8,Middle East,Grey,Hybrid,Automatic,2.5,10727,9825,High,7
M5,Europe,Silver,Hybrid,Automatic,3.4,76639,8596,High,6
i8,South America,Red,Petrol,Automatic,4.5,79002,4272,Low,0
3 Series,Europe,Red,Petrol,Manual,1.8,149280,4331,Low,2
X3,Europe,White,Electric,Automatic,4.9,40956,384,Low,6
X3,Europe,Red,Electric,Automatic,3.2,158777,8425,High,6
i8,South America,Black,Diesel,Automatic,3.7,106681,6828,Low,4
5 Series,Middle East,Red,Hybrid,Automatic,2.6,195003,3029,Low,0
i8,North America,Blue,Diesel,Automatic,4.3,38213,8990,High,7
7 Series,South America,Red,Diesel,Manual,4.4,33451,3719,Low,6
M5,Middle East,Red,Electric,Automatic,3.0,99304,5381,Low,14
X3,North America,Silver,Diesel,Automatic,4.5,130798,2928,Low,4
M5,South America,Blue,Petrol,Automatic,3.7,120835,3871,Low,12
M5,Europe,Red,Petrol,Automatic,1.8,131566,4834,Low,6
X6,Asia,Grey,Diesel,Manual,2.6,163312,3686,Low,2
7 Series,South America,Grey,Hybrid,Automatic,4.7,178772,4823,Low,7
i8,North America,Grey,Electric,Manual,2.1,93753,783,Low,0
7 Series,Africa,Silver,Diesel,Automatic,2.4,122481,6272,Low,11
X3,Europe,Black,Hybrid,Manual,4.0,96034,5309,Low,8
i3,North America,Grey,Petrol,Automatic,2.2,75405,9230,High,8
i3,Africa,Grey,Electric,Automatic,4.1,56066,6202,Low,8
i8,Asia,Red,Diesel,Automatic,2.1,29585,1707,Low,9
X5,Europe,Red,Electric,Automatic,2.8,137044,501,Low,1
M3,Middle East,White,Diesel,Automatic,2.6,18672,7372,High,2
X3,Asia,Grey,Electric,Automatic,3.1,72650,6904,Low,7
X6,Middle East,Red,Diesel,Automatic,1.6,45768,9392,High,14
i3,Asia,Red,Hybrid,Automatic,3.5,50119,3281,Low,5
M3,Europe,Silver,Hybrid,Manual,5.0,22756,1444,Low,10
i3,South America,Blue,Diesel,Automatic,3.4,155431,3058,Low,2
X3,Asia,White,Diesel,Automatic,4.1,100615,3672,Low,5
5 Series,North America,White,Diesel,Manual,3.2,182508,3786,Low,7
X3,Europe,Blue,Diesel,Automatic,2.7,60173,2601,Low,7
M5,Africa,White,Hybrid,Manual,2.7,14750,9445,High,7
X5,Middle East,Grey,Diesel,Automatic,2.4,63704,308,Low,4
i3,South America,Red,Diesel,Manual,4.3,34945,8849,High,12
i3,Europe,Red,Electric,Automatic,2.4,30602,8191,High,10
7 Series,South America,Silver,Hybrid,Manual,2.9,163446,245,Low,1
i8,Africa,Silver,Petrol,Automatic,2.5,157852,5024,Low,12
X3,Europe,White,Electric,Automatic,3.4,105432,9159,High,0
3 Series,North America,Grey,Diesel,Manual,4.0,135057,927,Low,14
X1,North America,Silver,Petrol,Automatic,4.3,44144,5903,Low,7
3 Series,Asia,Grey,Petrol,Manual,2.3,63101,7347,High,9
X3,North America,Red,Diesel,Manual,3.5,99665,4513,Low,3
M3,North America,Grey,Hybrid,Manual,3.9,31778,3002,Low,12
X5,North America,Blue,Electric,Manual,2.7,45152,3956,Low,4
i3,Asia,Black,Diesel,Automatic,4.0,62142,3367,Low,1
i8,North America,Black,Petrol,Automatic,2.0,98117,4669,Low,6
7 Series,Europe,White,Electric,Automatic,4.5,50969,7597,High,2
M5,South America,White,Electric,Automatic,2.3,45384,5046,Low,5
3 Series,Asia,Black,Hybrid,Manual,1.8,95820,5191,Low,14
X1,Asia,Grey,Electric,Manual,2.8,34576,7141,High,10
7 Series,Europe,Grey,Electric,Manual,3.4,83054,8418,High,11
X3,Asia,Red,Diesel,Manual,2.2,84716,1712,Low,9
X5,Asia,Black,Hybrid,Manual,4.2,64007,2549,Low,3
i3,South America,White,Diesel,Manual,3.0,56516,5284,Low,13
7 Series,North America,Blue,Diesel,Manual,2.5,88984,9831,High,0
X6,Middle East,Red,Petrol,Automatic,2.5,56658,1275,Low,9
X6,Europe,Silver,Petrol,Automatic,4.7,140190,8283,High,11
X6,Middle East,Red,Electric,Manual,4.1,9968,6244,Low,0
X5,Asia,Silver,Hybrid,Manual,3.8,128783,5146,Low,7
M5,Europe,Black,Petrol,Automatic,2.3,80467,4577,Low,4
7 Series,Africa,Silver,Electric,Automatic,3.0,163766,5339,Low,4
X6,Asia,Silver,Electric,Manual,3.9,79841,9850,High,1
X6,Europe,Red,Diesel,Manual,1.8,85738,2282,Low,5
X1,Europe,Blue,Petrol,Manual,4.7,182248,4827,Low,3
M3,North America,Silver,Diesel,Manual,2.7,78179,5695,Low,0
7 Series,North America,Blue,Hybrid,Manual,1.7,1410,6370,Low,6
i3,Asia,Black,Diesel,Automatic,4.2,77737,6058,Low,5
3 Series,Middle East,Grey,Diesel,Manual,3.7,6795,3322,Low,13
i8,Africa,Blue,Hybrid,Manual,2.3,80971,4421,Low,6
X3,Asia,Red,Electric,Manual,4.6,141290,4374,Low,14
X1,Europe,Silver,Hybrid,Automatic,2.1,132749,9316,High,6
M5,Middle East,Blue,Electric,Automatic,5.0,35588,9776,High,13
M3,South America,White,Diesel,Automatic,2.9,82767,1015,Low,11
3 Series,Africa,Red,Petrol,Manual,3.6,81256,1483,Low,7
X5,Asia,Red,Electric,Automatic,4.8,19705,7460,High,2
X6,Middle East,Red,Hybrid,Automatic,2.9,55198,5198,Low,0
3 Series,Europe,Grey,Diesel,Manual,4.0,149255,2399,Low,1
7 Series,Africa,Silver,Diesel,Automatic,3.7,46598,6078,Low,2
i3,Africa,Grey,Electric,Automatic,1.6,34696,5213,Low,5
i3,Middle East,Grey,Diesel,Automatic,2.4,56977,7574,High,2
M5,Middle East,Grey,Electric,Manual,2.4,192869,8346,High,1
X6,Middle East,Grey,Hybrid,Manual,1.9,150021,4216,Low,3
7 Series,Africa,Black,Electric,Automatic,4.3,62274,9835,High,13
M3,Europe,White,Electric,Manual,4.4,152310,7068,High,10
i3,South America,Grey,Electric,Manual,2.6,179432,1943,Low,14
X5,Asia,White,Petrol,Manual,1.7,82404,5277,Low,7
M5,Asia,Red,Diesel,Automatic,2.9,194339,9924,High,9
M5,Africa,Red,Electric,Manual,2.5,142674,753,Low,3
X5,North America,Silver,Diesel,Automatic,2.0,65795,6196,Low,12
M3,South America,Black,Electric,Automatic,3.9,51702,1475,Low,6
X1,Middle East,Blue,Hybrid,Manual,4.4,92714,9179,High,13
i8,South America,Silver,Hybrid,Automatic,3.4,2962,9798,High,14
i3,Europe,White,Electric,Automatic,3.1,86664,3918,Low,13
X3,North America,Black,Diesel,Automatic,1.9,65461,5144,Low,8
X1,Asia,Black,Petrol,Automatic,2.3,183431,2699,Low,1
i8,South America,Blue,Diesel,Manual,4.2,29973,4646,Low,0
X1,South America,Blue,Electric,Manual,4.8,8350,6975,Low,0
i8,Asia,White,Petrol,Automatic,1.6,148927,2245,Low,9
5 Series,Europe,White,Petrol,Manual,2.7,171565,8317,High,1
M3,North America,Blue,Electric,Manual,3.6,138340,595,Low,4
M3,Europe,Silver,Hybrid,Manual,4.1,13957,1852,Low,5
X6,North America,Red,Petrol,Automatic,1.7,171335,8571,High,13
3 Series,Africa,Silver,Hybrid,Automatic,2.2,110050,2637,Low,3
i3,North America,Grey,Petrol,Automatic,4.4,58515,2923,Low,6
X1,Middle East,Grey,Diesel,Automatic,2.2,168095,6408,Low,7
M3,Middle East,Grey,Petrol,Automatic,4.1,34453,2825,Low,0
5 Series,Middle East,Red,Diesel,Manual,1.9,47837,1106,Low,1
X5,Middle East,Blue,Hybrid,Automatic,3.2,69034,4591,Low,11
3 Series,Middle East,Silver,Hybrid,Automatic,4.2,169328,6464,Low,8
i3,South America,Black,Electric,Automatic,3.4,47034,8875,High,9
M5,Middle East,Black,Petrol,Manual,3.7,107873,9900,High,3
i3,Africa,Grey,Electric,Automatic,1.7,183975,7812,High,3
7 Series,North America,White,Hybrid,Automatic,1.8,43016,1918,Low,0
i8,Europe,White,Electric,Manual,3.0,35700,4411,Low,5
M5,North America,Black,Petrol,Automatic,3.9,3546,3366,Low,14
5 Series,Middle East,Black,Hybrid,Automatic,3.3,165591,5707,Low,14
i8,Middle East,Silver,Petrol,Manual,2.9,1342,5143,Low,8
M5,Africa,Red,Diesel,Automatic,2.6,192261,6327,Low,9
5 Series,Europe,Blue,Petrol,Automatic,3.2,119745,2059,Low,8
7 Series,Europe,Silver,Diesel,Automatic,2.7,55399,1463,Low,11
X5,Europe,Blue,Electric,Automatic,1.9,74309,8882,High,8
i8,Asia,Black,Electric,Automatic,1.9,47201,3768,Low,6
X1,South America,White,Diesel,Manual,1.7,2041,1480,Low,11
5 Series,Africa,Grey,Electric,Manual,3.0,105326,2961,Low,8
X5,South America,Blue,Hybrid,Automatic,2.0,176698,933,Low,13
7 Series,Africa,Blue,Hybrid,Manual,1.5,56570,9389,High,10
3 Series,Asia,Silver,Hybrid,Automatic,2.9,106406,5719,Low,5
3 Series,Europe,Grey,Electric,Automatic,2.3,168356,9209,High,13
X6,Middle East,Blue,Diesel,Manual,2.3,65941,1810,Low,0
X5,Africa,Red,Hybrid,Automatic,2.8,118621,1604,Low,8
3 Series,Asia,Grey,Diesel,Automatic,2.3,145612,9660,High,10
M5,Middle East,Grey,Electric,Automatic,1.6,18734,8876,High,5
M5,Asia,Blue,Hybrid,Automatic,2.7,195855,7280,High,8
M3,Middle East,Silver,Hybrid,Automatic,1.9,173128,9536,High,11
3 Series,Asia,Grey,Hybrid,Automatic,2.1,46973,524,Low,2
3 Series,Africa,Black,Petrol,Automatic,4.3,98406,1722,Low,3
i3,Middle East,Black,Petrol,Automatic,3.4,25208,4716,Low,14
5 Series,South America,Red,Petrol,Manual,4.5,189973,7594,High,11
i8,North America,Grey,Diesel,Automatic,1.8,57890,1445,Low,10
M5,Europe,Blue,Electric,Automatic,3.6,25925,3975,Low,5
i3,Asia,Grey,Hybrid,Automatic,4.5,14475,1755,Low,1
i8,South America,Red,Petrol,Automatic,4.3,176274,8791,High,12
3 Series,Middle East,Blue,Diesel,Manual,4.3,85924,1451,Low,2
X3,Africa,Red,Diesel,Manual,2.1,53241,2723,Low,3
M3,North America,Black,Diesel,Automatic,4.6,29381,4621,Low,8
M3,South America,White,Petrol,Automatic,1.5,160025,1997,Low,11
7 Series,Asia,White,Hybrid,Automatic,2.9,68334,877,Low,8
7 Series,Asia,Red,Diesel,Automatic,1.7,44967,7376,High,0
7 Series,Asia,Silver,Diesel,Manual,4.2,187068,5755,Low,5
X6,South America,Black,Diesel,Manual,3.4,40022,3535,Low,12
M5,South America,Silver,Diesel,Manual,4.6,148574,1231,Low,12
X6,Middle East,Black,Diesel,Manual,3.1,145100,9995,High,8
M5,North America,Black,Hybrid,Automatic,3.9,37002,8144,High,7
M5,Middle East,Grey,Electric,Manual,2.2,141320,784,Low,13
3 Series,Africa,Black,Diesel,Automatic,3.2,23569,963,Low,5
X5,North America,Red,Petrol,Manual,2.0,41761,7324,High,10
i3,North America,Silver,Diesel,Manual,4.0,171796,6008,Low,11
3 Series,South America,Grey,Hybrid,Automatic,3.0,68566,9707,High,2
5 Series,Middle East,Blue,Petrol,Automatic,2.5,143712,3983,Low,0
5 Series,Africa,Red,Diesel,Manual,2.8,100083,4665,Low,10
X5,Middle East,Blue,Hybrid,Automatic,2.4,80242,5130,Low,7
3 Series,Europe,Grey,Diesel,Automatic,2.3,111032,5706,Low,14
X6,Africa,Red,Petrol,Manual,3.9,59983,8714,High,13
X5,Africa,Red,Electric,Manual,3.1,119067,9394,High,6
M3,South America,Black,Electric,Manual,2.5,30182,303,Low,4
X6,Middle East,Grey,Petrol,Manual,3.3,17689,4332,Low,6
7 Series,South America,Silver,Diesel,Manual,3.2,96224,2066,Low,5
M3,Middle East,White,Electric,Manual,3.1,104829,4920,Low,7
X5,Africa,Blue,Hybrid,Automatic,2.3,65428,4011,Low,3
X6,Europe,Red,Petrol,Manual,4.5,30975,2448,Low,3
3 Series,South America,Blue,Diesel,Manual,2.5,122274,4397,Low,2
i3,Africa,Black,Electric,Automatic,3.2,82151,6510,Low,3
M5,South America,Red,Hybrid,Automatic,2.3,118381,6097,Low,13
M3,Asia,Grey,Petrol,Automatic,1.8,32647,451,Low,13
X5,Europe,Silver,Petrol,Manual,3.9,116837,2140,Low,5
7 Series,South America,White,Petrol,Automatic,2.3,179910,9484,High,14
X1,North America,Grey,Hybrid,Manual,1.8,199505,8721,High,10
X3,Asia,Silver,Electric,Manual,3.2,32317,9644,High,0
X6,Africa,Red,Petrol,Manual,4.6,4512,5144,Low,1
X3,Africa,Red,Diesel,Manual,2.3,21787,4883,Low,11
i3,North America,White,Electric,Manual,2.6,136099,5149,Low,11
7 Series,South America,Red,Electric,Automatic,3.3,9362,6084,Low,2
i8,South America,Blue,Diesel,Automatic,2.9,82805,7681,High,13
3 Series,Middle East,Red,Petrol,Automatic,3.9,27603,950,Low,9
X3,Asia,Grey,Hybrid,Manual,3.6,160463,7655,High,10
3 Series,North America,Silver,Hybrid,Manual,3.1,90816,7079,High,11
X1,Asia,White,Hybrid,Manual,2.0,75531,9004,High,13
X6,South America,White,Electric,Manual,2.2,8281,3710,Low,3
X3,North America,Red,Petrol,Manual,3.5,163516,8037,High,6
7 Series,South America,Silver,Petrol,Manual,4.5,15684,1468,Low,4
7 Series,Asia,Silver,Hybrid,Automatic,1.6,151567,3949,Low,10
7 Series,Europe,Black,Petrol,Automatic,2.6,3034,3924,Low,2
X1,Middle East,Grey,Diesel,Manual,3.6,6543,8015,High,1
i3,South America,Blue,Hybrid,Manual,2.0,184375,8998,High,6
M5,Africa,Black,Electric,Manual,2.2,142507,7076,High,10
i3,Europe,Black,Petrol,Automatic,4.0,52366,1302,Low,6
M5,Asia,Blue,Petrol,Automatic,2.4,183433,3027,Low,0
7 Series,Europe,Black,Electric,Manual,3.8,192267,6835,Low,10
3 Series,Europe,Grey,Electric,Manual,4.8,141291,8869,High,2
X5,Asia,Black,Hybrid,Manual,4.9,101439,7121,High,4
3 Series,Africa,Silver,Electric,Automatic,2.6,158045,6944,Low,5
5 Series,North America,Silver,Petrol,Manual,3.6,56672,1575,Low,14
X6,Europe,Grey,Petrol,Manual,3.3,43847,2063,Low,4
X3,Africa,Red,Diesel,Automatic,2.5,182470,7574,High,11
7 Series,South America,Silver,Hybrid,Manual,3.0,67507,7651,High,6
i3,South America,Grey,Diesel,Manual,3.1,131662,7018,High,7
X5,South America,Red,Hybrid,Manual,2.2,158189,9380,High,13
i8,Middle East,Red,Electric,Automatic,2.6,176160,9537,High,3
5 Series,Middle East,Red,Petrol,Automatic,2.2,175366,7568,High,4
7 Series,Europe,Silver,Diesel,Manual,1.6,5843,4900,Low,1
M3,Africa,White,Petrol,Manual,3.8,176785,2133,Low,5
X1,South America,Red,Electric,Automatic,1.6,6604,215,Low,8
X5,North America,Black,Diesel,Automatic,3.5,122344,4137,Low,5
X6,Africa,Black,Electric,Manual,2.3,62550,5095,Low,8
X6,Asia,White,Petrol,Manual,2.9,180669,3021,Low,0
5 Series,Africa,Grey,Diesel,Manual,3.9,13340,662,Low,4
i8,South America,Blue,Diesel,Manual,2.9,130970,7248,High,0
M3,Asia,Silver,Electric,Automatic,1.9,39554,9765,High,14
i8,Africa,Red,Electric,Manual,4.7,136796,963,Low,14
M5,South America,Black,Diesel,Manual,4.4,71777,4568,Low,0
M3,Middle East,Grey,Hybrid,Manual,4.4,117681,1870,Low,3
X1,Africa,White,Diesel,Automatic,2.1,13376,3436,Low,5
5 Series,Asia,White,Petrol,Automatic,2.6,50193,3969,Low,14
X5,North America,White,Diesel,Automatic,3.9,183293,6976,Low,2
M5,Europe,Red,Diesel,Automatic,4.6,96724,754,Low,10
5 Series,Africa,White,Diesel,Automatic,3.9,153856,8305,High,5
5 Series,Middle East,White,Petrol,Manual,1.6,41031,6274,Low,3
X1,Europe,Silver,Petrol,Automatic,2.9,28730,9598,High,13
X3,South America,Blue,Hybrid,Automatic,1.6,190173,4711,Low,13
X5,South America,Red,Petrol,Automatic,4.7,162099,7094,High,6
5 Series,Middle East,Red,Hybrid,Manual,4.2,57624,4886,Low,14
